District,Year,Month,Lat,Lon,Rainfall_mm,DMI,ONI,MJO_Phase,MJO_Amp
Kolar,2012,2,13.13,78.13,0.0,-0.078,-0.57,4.068965517241379,1.9624444827586207
Kolar,2012,3,13.13,78.13,7.049656927585602,0.026,-0.46,5.161290322580645,2.275805190322581
Kolar,2012,4,13.13,78.13,55.10868310928345,-0.271,-0.36,4.733333333333333,1.392764723
Kolar,2012,5,13.13,78.13,85.89722901582718,-0.37,-0.17,5.838709677419355,0.508314344516129
Kolar,2012,6,13.13,78.13,60.10326607525349,0.0,0.06,3.933333333333333,1.5851710730000002
Kolar,2012,7,13.13,78.13,135.93240578472614,0.546,0.3,3.2580645161290325,1.0006735025806452
Kolar,2012,8,13.13,78.13,96.24686832726002,0.652,0.41,3.3548387096774195,1.4237936377419356
Kolar,2012,9,13.13,78.13,43.55574434995651,0.453,0.41,4.366666666666666,1.1895103533333333
Kolar,2012,10,13.13,78.13,130.31825543940067,0.11,0.31,3.064516129032258,1.05932045
Kolar,2012,11,13.13,78.13,100.03509628772736,-0.099,0.13,4.6,0.7542804866666667
Kolar,2012,12,13.13,78.13,33.75654625892639,0.267,-0.1,2.4516129032258065,0.8817284803225806
Kolar,2013,1,13.13,78.13,0.0,-0.065,-0.29,6.064516129032258,1.989185853870968
Kolar,2013,2,13.13,78.13,2.931102305650711,0.189,-0.29,3.392857142857143,1.6343154739285715
Kolar,2013,3,13.13,78.13,8.706830978393555,0.083,-0.21,5.225806451612903,1.208878878064516
Kolar,2013,4,13.13,78.13,18.866777628660202,-0.297,-0.19,5.133333333333334,0.9100850366666666
Kolar,2013,5,13.13,78.13,46.30580943822861,-0.506,-0.27,3.935483870967742,1.196817595483871
Kolar,2013,6,13.13,78.13,39.061721831560135,-0.497,-0.34,4.366666666666666,1.2253081406666666
Kolar,2013,7,13.13,78.13,33.42468221485615,-0.181,-0.35,3.5806451612903225,0.8870305335483871
Kolar,2013,8,13.13,78.13,84.58932283520699,-0.194,-0.28,5.806451612903226,0.912353013548387
Kolar,2013,9,13.13,78.13,149.5977457910776,-0.31,-0.21,3.7666666666666666,1.5937026506666667
Kolar,2013,10,13.13,78.13,201.7384427189827,-0.168,-0.13,5.161290322580645,0.8202488128741936
Kolar,2013,11,13.13,78.13,31.536653995513916,0.199,-0.1,3.2,0.6853039573333334
Kolar,2013,12,13.13,78.13,1.5209854245185852,0.141,-0.15,3.870967741935484,1.0410569158064515
Kolar,2014,1,13.13,78.13,0.0,-0.101,-0.28,5.741935483870968,1.1766352048387096
Kolar,2014,2,13.13,78.13,0.0,-0.089,-0.32,5.857142857142857,1.4348881625
Kolar,2014,3,13.13,78.13,23.451549261808395,-0.151,-0.14,3.6129032258064515,1.5816916796774194
Kolar,2014,4,13.13,78.13,2.575928211212158,-0.058,0.15,5.533333333333333,1.3192271676666667
Kolar,2014,5,13.13,78.13,78.2442390024662,-0.092,0.31,2.3225806451612905,1.4339224977419354
Kolar,2014,6,13.13,78.13,104.7485899925232,-0.028,0.23,4.433333333333334,1.108679051
Kolar,2014,7,13.13,78.13,47.81979024410248,-0.363,0.1,5.806451612903226,1.1528067432258065
Kolar,2014,8,13.13,78.13,37.870039731264114,-0.372,0.11,1.7096774193548387,1.2150309538709676
Kolar,2014,9,13.13,78.13,61.03693327307701,-0.145,0.28,4.333333333333333,0.649377995
Kolar,2014,10,13.13,78.13,156.51810440421104,0.141,0.54,3.7096774193548385,0.9880874900000001
Kolar,2014,11,13.13,78.13,28.58116239309311,0.009,0.71,2.933333333333333,1.4682012086666667
Kolar,2014,12,13.13,78.13,3.174649655818939,0.046,0.77,4.741935483870968,1.3856411206451613
Kolar,2015,1,13.13,78.13,1.159050703048706,-0.1,0.69,6.193548387096774,1.595519382903226
Kolar,2015,2,13.13,78.13,0.0,-0.345,0.61,6.464285714285714,0.8730502682142857
Kolar,2015,3,13.13,78.13,13.321659207344055,-0.241,0.65,5.161290322580645,2.5235438870967744
Kolar,2015,4,13.13,78.13,122.65538865327835,-0.008,0.81,3.466666666666667,0.9544394936666667
Kolar,2015,5,13.13,78.13,105.20657336711884,0.24,1.02,5.096774193548387,0.7510026245161291
Kolar,2015,6,13.13,78.13,124.35762229561806,0.296,1.25,3.433333333333333,1.9929203833333333
Kolar,2015,7,13.13,78.13,32.6046134904027,0.225,1.57,4.451612903225806,1.837990334516129
Kolar,2015,8,13.13,78.13,156.48073402047157,0.568,1.91,5.870967741935484,0.8428048241935484
Kolar,2015,9,13.13,78.13,187.59688967466354,0.294,2.21,4.7,0.62977513528
Kolar,2015,10,13.13,78.13,139.58444672822952,0.482,2.47,4.935483870967742,1.5348366948387098
Kolar,2015,11,13.13,78.13,413.544282913208,0.347,2.64,2.6666666666666665,1.8664467500000002
Kolar,2015,12,13.13,78.13,26.673917531967163,0.272,2.75,4.419354838709677,1.905701525483871
Kolar,2016,1,13.13,78.13,2.5648403763771057,0.265,2.63,4.548387096774194,1.397440465735484
Kolar,2016,2,13.13,78.13,0.0,-0.11,2.28,5.586206896551724,2.0595920172413793
Kolar,2016,3,13.13,78.13,6.491657018661499,-0.008,1.71,5.387096774193548,1.2421979758064514
Kolar,2016,4,13.13,78.13,1.4132002592086792,0.146,1.05,3.433333333333333,0.6606036036666667
Kolar,2016,5,13.13,78.13,149.28412771224976,-0.113,0.49,2.935483870967742,1.3503781812903226
Kolar,2016,6,13.13,78.13,111.57950887084007,-0.443,0.0,4.166666666666667,1.5598082686666668
Kolar,2016,7,13.13,78.13,186.1378988623619,-0.757,-0.31,3.129032258064516,1.0086871877419354
Kolar,2016,8,13.13,78.13,32.69122721999884,-0.443,-0.5,5.709677419354839,1.3634238690322582
Kolar,2016,9,13.13,78.13,41.36421889066696,-0.437,-0.58,4.233333333333333,0.9987363606666667
Kolar,2016,10,13.13,78.13,35.20653340220451,-0.371,-0.64,5.645161290322581,0.6798959190322581
Kolar,2016,11,13.13,78.13,1.259280800819397,-0.382,-0.6,4.366666666666666,1.4056047909999998
Kolar,2016,12,13.13,78.13,112.29390919208527,-0.31,-0.45,4.451612903225806,0.6025583080645162
Kolar,2017,1,13.13,78.13,22.79213547706604,-0.086,-0.19,3.7096774193548385,1.2075865980645162
Kolar,2017,2,13.13,78.13,0.0,0.101,-0.02,4.607142857142857,2.432161792857143
Kolar,2017,3,13.13,78.13,46.56135940551758,0.357,0.18,3.6774193548387095,0.7525501162903225
Kolar,2017,4,13.13,78.13,16.383063316345215,0.498,0.31,6.7,0.7843319514433333
Kolar,2017,5,13.13,78.13,96.35256567597389,0.536,0.4,4.193548387096774,1.3503042366709677
Kolar,2017,6,13.13,78.13,96.65013366937637,0.424,0.39,2.433333333333333,1.010765505
Kolar,2017,7,13.13,78.13,76.31076192855835,0.52,0.19,3.6774193548387095,1.0194311058064516
Kolar,2017,8,13.13,78.13,154.72881266474724,0.349,-0.07,4.193548387096774,0.560064344016129
Kolar,2017,9,13.13,78.13,242.42195507884026,0.035,-0.34,4.233333333333333,0.5864452456666667
Kolar,2017,10,13.13,78.13,355.30041539669037,0.015,-0.6,5.354838709677419,2.0237151622580645
Kolar,2017,11,13.13,78.13,41.44755148887634,0.289,-0.77,4.166666666666667,0.8390316453333334
Kolar,2017,12,13.13,78.13,18.848679065704346,0.11,-0.86,5.258064516129032,1.455329965483871
Kolar,2018,1,13.13,78.13,0.0,-0.2,-0.77,3.5806451612903225,2.2438225967741934
Kolar,2018,2,13.13,78.13,33.95682144165039,0.216,-0.71,5.5,2.449217742857143
Kolar,2018,3,13.13,78.13,47.835516929626465,-0.12,-0.57,4.161290322580645,1.1359975419354837
Kolar,2018,4,13.13,78.13,30.2736819088459,-0.083,-0.39,4.433333333333334,1.4919827436666668
Kolar,2018,5,13.13,78.13,81.54707352817059,0.122,-0.13,3.096774193548387,1.7735262777419354
Kolar,2018,6,13.13,78.13,100.87614098191261,0.155,0.06,3.433333333333333,1.099695321
Kolar,2018,7,13.13,78.13,50.97989018261433,0.053,0.14,4.967741935483871,1.4670566325806451
Kolar,2018,8,13.13,78.13,27.420001417398453,0.121,0.27,5.419354838709677,1.1604823280645162
Kolar,2018,9,13.13,78.13,103.5183896124363,0.604,0.53,6.6,1.0746740603333333
Kolar,2018,10,13.13,78.13,66.11684386432171,0.684,0.81,4.129032258064516,1.372201460967742
Kolar,2018,11,13.13,78.13,33.561412036418915,0.5,0.97,4.666666666666667,1.3713922473333333
Kolar,2018,12,13.13,78.13,3.9499810934066772,0.309,0.92,3.838709677419355,2.266200470967742
Kolar,2019,1,13.13,78.13,23.57645320892334,0.387,0.89,5.709677419354839,1.75703085
Kolar,2019,2,13.13,78.13,6.782865524291992,0.416,0.86,6.142857142857143,1.7487797142857142
Kolar,2019,3,13.13,78.13,0.0,0.225,0.84,4.064516129032258,1.1146516216129032
Kolar,2019,4,13.13,78.13,21.358544945716858,0.258,0.77,3.7333333333333334,1.0698441273333332
Kolar,2019,5,13.13,78.13,41.41731142997742,0.54,0.64,6.096774193548387,1.854505129032258
Kolar,2019,6,13.13,78.13,83.69866985082626,0.605,0.52,4.566666666666666,1.3048570076666666
Kolar,2019,7,13.13,78.13,48.86813074350357,0.597,0.33,2.3548387096774195,0.8737279109677419
Kolar,2019,8,13.13,78.13,120.13515090942383,0.436,0.19,4.129032258064516,0.9542141777419355
Kolar,2019,9,13.13,78.13,130.9598138332367,0.892,0.23,4.5,1.6799940163333333
Kolar,2019,10,13.13,78.13,164.4415597319603,0.964,0.39,2.6774193548387095,1.5321089774193548
Kolar,2019,11,13.13,78.13,19.632319569587708,0.835,0.58,4.7,1.5540973666666666
Kolar,2019,12,13.13,78.13,41.62526226043701,0.243,0.66,3.7096774193548385,0.9795201067741935
Kolar,2020,1,13.13,78.13,0.0,0.173,0.64,5.516129032258065,2.0013102467741937
Kolar,2020,2,13.13,78.13,0.0,0.054,0.63,5.551724137931035,1.19141821
Kolar,2020,3,13.13,78.13,9.513552486896515,0.019,0.53,3.7419354838709675,1.516898370967742
Kolar,2020,4,13.13,78.13,93.43886625766754,-0.011,0.3,3.6666666666666665,1.6374265986666667
Kolar,2020,5,13.13,78.13,40.39129626750946,0.298,0.01,4.451612903225806,1.1646890893548387
Kolar,2020,6,13.13,78.13,119.21118232607841,0.455,-0.23,1.6,1.3547168013333333
Kolar,2020,7,13.13,78.13,335.30764546990395,0.319,-0.36,2.0,1.5012130690322583
Kolar,2020,8,13.13,78.13,111.42286437749863,-0.183,-0.53,4.516129032258065,1.5708076487096774
Kolar,2020,9,13.13,78.13,170.05700036883354,-0.189,-0.85,4.166666666666667,1.1078213236666665
Kolar,2020,10,13.13,78.13,148.3450849056244,0.074,-1.12,5.032258064516129,1.8443815480645163
Kolar,2020,11,13.13,78.13,241.35992953181267,0.02,-1.2,4.533333333333333,1.0659901883333334
Kolar,2020,12,13.13,78.13,51.48161005973816,0.031,-1.08,4.709677419354839,0.8462182629741936
Kolar,2021,1,13.13,78.13,16.51110315322876,0.051,-0.91,4.483870967741935,1.3812992767741936
Kolar,2021,2,13.13,78.13,18.136432647705078,0.243,-0.79,6.357142857142857,1.7109776275000002
Kolar,2021,3,13.13,78.13,0.0,0.267,-0.71,4.032258064516129,1.1486161170967741
Kolar,2021,4,13.13,78.13,32.14118695259094,0.25,-0.55,6.7,2.1312086966666666
Kolar,2021,5,13.13,78.13,67.08211600780487,0.009,-0.39,3.6451612903225805,1.6188268058064517
Kolar,2021,6,13.13,78.13,139.69398966431618,-0.002,-0.3,3.033333333333333,1.2543668813333333
Kolar,2021,7,13.13,78.13,238.5463052392006,-0.229,-0.35,4.193548387096774,1.2697446645161292
Kolar,2021,8,13.13,78.13,253.2554427087307,-0.099,-0.45,3.0,1.3328496390322582
Kolar,2021,9,13.13,78.13,169.4749992787838,-0.058,-0.63,3.4,1.16716908
Kolar,2021,10,13.13,78.13,181.32943299412727,-0.091,-0.76,3.5161290322580645,1.1958632022580646
Kolar,2021,11,13.13,78.13,355.68549171090126,0.069,-0.91,3.7333333333333334,1.0642061103333333
Kolar,2021,12,13.13,78.13,28.99957448244095,-0.12,-0.87,6.451612903225806,2.068191648387097
Kolar,2022,1,13.13,78.13,7.047724366188049,-0.056,-0.82,6.838709677419355,1.1541269361290323
Kolar,2022,2,13.13,78.13,0.0,-0.082,-0.79,3.142857142857143,1.2939472457142858
Kolar,2022,3,13.13,78.13,11.597769737243652,-0.093,-0.86,3.064516129032258,1.0719917463806452
Kolar,2022,4,13.13,78.13,37.10939943790436,-0.068,-0.95,3.5,0.6809799073333332
Kolar,2022,5,13.13,78.13,165.82361632585526,-0.122,-0.9,4.67741935483871,1.2369349422580647
Kolar,2022,6,13.13,78.13,132.07083290815353,-0.335,-0.78,2.7333333333333334,1.7460144566666667
Kolar,2022,7,13.13,78.13,81.55439701676369,-0.195,-0.76,3.096774193548387,0.9906527754838709
Kolar,2022,8,13.13,78.13,268.87679302692413,-0.246,-0.87,3.3870967741935485,0.9623516609677419
Kolar,2022,9,13.13,78.13,95.0140645802021,-0.322,-0.97,4.566666666666666,0.45954351401
Kolar,2022,10,13.13,78.13,174.44664952158928,-0.691,-0.94,5.387096774193548,1.5040083503225805
Kolar,2022,11,13.13,78.13,91.68661504983902,-0.269,-0.85,5.966666666666667,1.2876559716666667
Kolar,2022,12,13.13,78.13,155.02876114845276,-0.091,-0.71,4.161290322580645,1.0273198254935483
Kolar,2023,1,13.13,78.13,0.0,0.11,-0.54,5.32258064516129,1.3139867793548388
Kolar,2023,2,13.13,78.13,0.0,0.157,-0.29,5.571428571428571,1.642928577857143
Kolar,2023,3,13.13,78.13,57.519406378269196,0.414,-0.02,4.548387096774194,2.51316421
Kolar,2023,4,13.13,78.13,19.55640435218811,0.56,0.27,5.133333333333334,1.690960304
Kolar,2023,5,13.13,78.13,100.00440001487732,0.443,0.57,6.064516129032258,1.6563232422580645
Kolar,2023,6,13.13,78.13,97.23458310961723,0.665,0.84,3.066666666666667,1.1452140906
Kolar,2023,7,13.13,78.13,51.81029449403286,0.498,1.12,4.225806451612903,0.7976125261290323
Kolar,2023,8,13.13,78.13,49.676584511995316,0.826,1.37,6.32258064516129,0.9138732870967742
Kolar,2023,9,13.13,78.13,283.6714306771755,0.946,1.6,3.533333333333333,0.8482362092433333
Kolar,2023,10,13.13,78.13,36.69758743047714,0.804,1.83,4.419354838709677,1.3481443029032258
Kolar,2023,11,13.13,78.13,123.25822252035141,0.92,1.99,3.3,1.3793660156666665
Kolar,2023,12,13.13,78.13,27.903585195541382,0.852,2.06,4.193548387096774,1.5088745183870966
Belagavi,2000,1,15.85,74.5,0.0,-0.125,-1.66,3.7096774193548385,0.6000893251612903
Belagavi,2000,2,15.85,74.5,0.0,-0.009,-1.41,3.793103448275862,1.1428570703448275
Belagavi,2000,3,15.85,74.5,0.0,0.141,-1.07,3.3870967741935485,0.9157557180645162
Belagavi,2000,4,15.85,74.5,44.01571607589722,0.141,-0.81,4.533333333333333,0.9053602656666667
Belagavi,2000,5,15.85,74.5,32.97124573588371,0.113,-0.71,5.483870967741935,0.9960924206451613
Belagavi,2000,6,15.85,74.5,59.11611649394035,-0.022,-0.64,4.1,0.7017651786833333
Belagavi,2000,7,15.85,74.5,190.4433430507779,0.077,-0.55,5.548387096774194,1.5948303687096774
Belagavi,2000,8,15.85,74.5,86.07326136529446,0.131,-0.51,3.838709677419355,1.62711539
Belagavi,2000,9,15.85,74.5,63.10830573737621,-0.096,-0.55,4.1,1.278711512
Belagavi,2000,10,15.85,74.5,108.87256559729576,-0.142,-0.63,4.806451612903226,1.5696261258064517
Belagavi,2000,11,15.85,74.5,8.70589542388916,-0.306,-0.75,4.266666666666667,1.6378827666666667
Belagavi,2000,12,15.85,74.5,0.0,-0.248,-0.74,4.806451612903226,1.1626311996774195
Belagavi,2001,1,15.85,74.5,0.0,-0.431,-0.68,2.5483870967741935,1.8043092477419354
Belagavi,2001,2,15.85,74.5,0.0,-0.016,-0.52,5.25,2.3275103500000003
Belagavi,2001,3,15.85,74.5,0.0,-0.01,-0.44,5.258064516129032,0.6080977735483871
Belagavi,2001,4,15.85,74.5,21.288970589637756,0.136,-0.34,4.533333333333333,0.6858787033333333
Belagavi,2001,5,15.85,74.5,25.42527048289776,0.137,-0.25,5.451612903225806,1.5366611332258064
Belagavi,2001,6,15.85,74.5,79.60275054723024,0.127,-0.12,4.033333333333333,0.8460881063833334
Belagavi,2001,7,15.85,74.5,94.77462370693684,-0.14,-0.08,4.258064516129032,1.4921871870967742
Belagavi,2001,8,15.85,74.5,101.7384361922741,-0.301,-0.13,5.419354838709677,1.397106648064516
Belagavi,2001,9,15.85,74.5,122.47746513783932,-0.223,-0.19,3.0,1.2181324733333334
Belagavi,2001,10,15.85,74.5,43.704160302877426,-0.451,-0.29,5.387096774193548,1.3723289300000001
Belagavi,2001,11,15.85,74.5,28.28142547607422,-0.245,-0.35,4.4,0.9614376696666667
Belagavi,2001,12,15.85,74.5,6.2044219970703125,-0.051,-0.31,6.580645161290323,1.7203842838709678
Belagavi,2002,1,15.85,74.5,0.0,-0.142,-0.15,4.258064516129032,1.6998524758064517
Belagavi,2002,2,15.85,74.5,0.0,-0.098,0.03,5.714285714285714,1.0814431442857144
Belagavi,2002,3,15.85,74.5,0.0,0.008,0.09,3.5483870967741935,1.3025143731387099
Belagavi,2002,4,15.85,74.5,37.784052319824696,-0.352,0.2,2.533333333333333,0.8904978936033333
Belagavi,2002,5,15.85,74.5,35.12084519863129,-0.329,0.43,5.903225806451613,2.409133551612903
Belagavi,2002,6,15.85,74.5,79.20202389359474,-0.189,0.65,3.566666666666667,1.8803833166666666
Belagavi,2002,7,15.85,74.5,35.129726462066174,-0.261,0.79,6.387096774193548,1.7221574980645162
Belagavi,2002,8,15.85,74.5,134.1748100221157,-0.208,0.86,5.67741935483871,1.4202360319354839
Belagavi,2002,9,15.85,74.5,9.724664807319641,0.286,1.01,4.433333333333334,0.7018471730000001
Belagavi,2002,10,15.85,74.5,101.0498420894146,0.405,1.21,4.129032258064516,0.8933860990322581
Belagavi,2002,11,15.85,74.5,0.2768406867980957,0.096,1.31,3.566666666666667,2.25046865
Belagavi,2002,12,15.85,74.5,0.0,-0.158,1.14,3.7096774193548385,1.8575260422580646
Belagavi,2003,1,15.85,74.5,0.0,-0.239,0.92,5.354838709677419,0.8134987815870968
Belagavi,2003,2,15.85,74.5,0.0,0.017,0.63,4.178571428571429,0.7148255028571429
Belagavi,2003,3,15.85,74.5,20.43681900203228,-0.039,0.38,3.903225806451613,1.4626752464516128
Belagavi,2003,4,15.85,74.5,61.0854168087244,-0.099,-0.04,3.8666666666666667,1.1874197433333333
Belagavi,2003,5,15.85,74.5,20.012041449546814,-0.164,-0.26,5.258064516129032,2.245336555483871
Belagavi,2003,6,15.85,74.5,231.71118584275246,0.139,-0.16,3.2666666666666666,1.65106069
Belagavi,2003,7,15.85,74.5,181.68831849098206,0.131,0.08,3.6129032258064515,0.9928557990322581
Belagavi,2003,8,15.85,74.5,99.10306134819984,0.108,0.21,3.870967741935484,0.6039936987096773
Belagavi,2003,9,15.85,74.5,46.07005658745766,-0.06,0.26,4.266666666666667,0.7902776976666667
Belagavi,2003,10,15.85,74.5,114.27656346559525,-0.243,0.29,5.419354838709677,1.2216482238709676
Belagavi,2003,11,15.85,74.5,11.26919937133789,-0.159,0.35,4.3,0.49874167021000004
Belagavi,2003,12,15.85,74.5,0.15746411681175232,0.189,0.35,4.258064516129032,1.8000867477419356
Belagavi,2004,1,15.85,74.5,0.25354132056236267,0.044,0.37,4.709677419354839,2.246038609677419
Belagavi,2004,2,15.85,74.5,0.0,0.114,0.31,5.517241379310345,1.4791189124137931
Belagavi,2004,3,15.85,74.5,0.4162892699241638,0.077,0.23,5.064516129032258,2.1767354612903227
Belagavi,2004,4,15.85,74.5,44.688581228256226,-0.079,0.17,3.6,1.2874256193333333
Belagavi,2004,5,15.85,74.5,158.12565831840038,-0.565,0.17,3.838709677419355,1.4382904767741935
Belagavi,2004,6,15.85,74.5,332.8490615040064,-0.384,0.28,4.533333333333333,1.0188708323333333
Belagavi,2004,7,15.85,74.5,156.29444727301598,-0.301,0.47,2.6129032258064515,1.6112249593548387
Belagavi,2004,8,15.85,74.5,430.77425372600555,-0.133,0.64,6.612903225806452,1.2484562670967743
Belagavi,2004,9,15.85,74.5,93.7072798460722,-0.106,0.7,2.1,1.4384542359999999
Belagavi,2004,10,15.85,74.5,39.122358083724976,-0.004,0.67,4.32258064516129,1.54811694
Belagavi,2004,11,15.85,74.5,15.905354738235474,-0.153,0.66,3.8666666666666667,0.558687573
Belagavi,2004,12,15.85,74.5,0.0,-0.132,0.69,4.354838709677419,0.7194164974193549
Belagavi,2005,1,15.85,74.5,0.0,-0.124,0.64,5.67741935483871,1.203385613832258
Belagavi,2005,2,15.85,74.5,0.0,-0.56,0.58,6.821428571428571,1.5145378439285715
Belagavi,2005,3,15.85,74.5,0.34778115153312683,-0.433,0.45,4.290322580645161,1.7757296806451612
Belagavi,2005,4,15.85,74.5,46.59457528591156,0.084,0.43,4.966666666666667,2.6446991
Belagavi,2005,5,15.85,74.5,10.345983788371086,-0.033,0.29,4.548387096774194,1.8156324893548388
Belagavi,2005,6,15.85,74.5,282.9571841061115,-0.176,0.11,2.966666666666667,0.7345759723333334
Belagavi,2005,7,15.85,74.5,340.7721476852894,-0.384,-0.06,2.6451612903225805,1.0290815029032259
Belagavi,2005,8,15.85,74.5,122.86322522163391,-0.345,-0.14,3.6129032258064515,0.939736100967742
Belagavi,2005,9,15.85,74.5,317.9152101278305,-0.534,-0.11,5.8,1.522602815
Belagavi,2005,10,15.85,74.5,112.56041271984577,-0.436,-0.29,3.5483870967741935,1.0373357177419353
Belagavi,2005,11,15.85,74.5,10.649897575378418,-0.272,-0.57,5.7,1.0062126816666666
Belagavi,2005,12,15.85,74.5,0.0,-0.3,-0.84,3.7419354838709675,0.6440208229032258
Belagavi,2006,1,15.85,74.5,0.0,-0.135,-0.85,4.258064516129032,1.7294375064516128
Belagavi,2006,2,15.85,74.5,0.0,-0.306,-0.77,5.428571428571429,1.6995880442857143
Belagavi,2006,3,15.85,74.5,25.11499261856079,-0.226,-0.57,4.419354838709677,0.8061425020580646
Belagavi,2006,4,15.85,74.5,10.339426517486572,-0.015,-0.37,4.833333333333333,0.9840533986666666
Belagavi,2006,5,15.85,74.5,210.0912953466177,-0.208,-0.14,5.161290322580645,1.1181375867741936
Belagavi,2006,6,15.85,74.5,287.3238395303488,-0.059,-0.03,2.433333333333333,1.1171617263333333
Belagavi,2006,7,15.85,74.5,283.52064114809036,0.04,0.1,6.096774193548387,1.0984740158064517
Belagavi,2006,8,15.85,74.5,169.0266781449318,0.229,0.3,3.838709677419355,0.9450053216129032
Belagavi,2006,9,15.85,74.5,86.9357243925333,0.428,0.54,2.9,1.5086187580000001
Belagavi,2006,10,15.85,74.5,23.2428480386734,0.577,0.77,4.645161290322581,1.7489779667580645
Belagavi,2006,11,15.85,74.5,14.326385498046875,0.501,0.94,3.6333333333333333,1.1893461453333332
Belagavi,2006,12,15.85,74.5,0.0,0.172,0.94,3.2903225806451615,1.4631380310096773
Belagavi,2007,1,15.85,74.5,0.0,0.225,0.66,5.935483870967742,1.2701261521580645
Belagavi,2007,2,15.85,74.5,0.0,0.15,0.22,4.357142857142857,1.1186876339285714
Belagavi,2007,3,15.85,74.5,0.0,0.115,-0.12,5.645161290322581,1.321150566451613
Belagavi,2007,4,15.85,74.5,53.560740649700165,0.1,-0.32,5.133333333333334,0.8067391546666667
Belagavi,2007,5,15.85,74.5,34.61984667181969,0.27,-0.38,4.741935483870968,1.2340057027322582
Belagavi,2007,6,15.85,74.5,299.5116431415081,0.031,-0.47,3.1333333333333333,1.3529915246666666
Belagavi,2007,7,15.85,74.5,242.45242984592915,0.045,-0.56,4.193548387096774,1.3795319935483872
Belagavi,2007,8,15.85,74.5,250.33541214466095,0.237,-0.81,2.5483870967741935,0.8762567774193548
Belagavi,2007,9,15.85,74.5,130.02532255649567,0.235,-1.07,4.533333333333333,1.1761283893333332
Belagavi,2007,10,15.85,74.5,128.38873833417892,0.068,-1.34,5.419354838709677,1.2009301141935484
Belagavi,2007,11,15.85,74.5,41.75179763138294,-0.023,-1.5,5.533333333333333,1.588934237
Belagavi,2007,12,15.85,74.5,0.0,-0.227,-1.6,3.4838709677419355,2.0751771258064515
Belagavi,2008,1,15.85,74.5,0.0,0.115,-1.64,5.193548387096774,1.8184795248387096
Belagavi,2008,2,15.85,74.5,23.23735749721527,-0.072,-1.52,3.586206896551724,1.2379733358620688
Belagavi,2008,3,15.85,74.5,45.05186861753464,0.097,-1.29,2.870967741935484,1.8412203261290323
Belagavi,2008,4,15.85,74.5,66.28360037505627,-0.153,-1.01,4.966666666666667,0.8616907713333333
Belagavi,2008,5,15.85,74.5,60.762351378798485,0.179,-0.84,4.967741935483871,1.7237106374193547
Belagavi,2008,6,15.85,74.5,116.79788234829903,0.215,-0.61,4.666666666666667,0.953116955
Belagavi,2008,7,15.85,74.5,107.71988900005817,0.246,-0.37,2.3870967741935485,1.2312710548387096
Belagavi,2008,8,15.85,74.5,299.6322747170925,0.124,-0.23,2.3548387096774195,1.211697393548387
Belagavi,2008,9,15.85,74.5,107.11624157428741,0.086,-0.24,4.833333333333333,1.4465834003333333
Belagavi,2008,10,15.85,74.5,92.7941729426384,0.029,-0.35,3.3225806451612905,1.3736839277419355
Belagavi,2008,11,15.85,74.5,6.7780771702528,-0.128,-0.55,5.033333333333333,1.2276514546666666
Belagavi,2008,12,15.85,74.5,0.0,-0.053,-0.73,5.870967741935484,0.8991352851612903
Belagavi,2009,1,15.85,74.5,0.0,0.031,-0.85,5.258064516129032,1.3644628538709678
Belagavi,2009,2,15.85,74.5,0.0,0.163,-0.79,5.178571428571429,0.9907292532142857
Belagavi,2009,3,15.85,74.5,10.53706093877554,0.1,-0.61,6.096774193548387,1.1326078929032257
Belagavi,2009,4,15.85,74.5,3.739271879196167,0.126,-0.33,3.9,2.2441025066666667
Belagavi,2009,5,15.85,74.5,80.13174813985825,0.257,0.01,7.225806451612903,1.0808286461290324
Belagavi,2009,6,15.85,74.5,206.03870908915997,0.1,0.28,5.866666666666666,1.4584701413333332
Belagavi,2009,7,15.85,74.5,483.6765114068985,-0.192,0.45,3.838709677419355,0.6150665787096774
Belagavi,2009,8,15.85,74.5,69.90680845081806,-0.104,0.58,2.935483870967742,1.12875141
Belagavi,2009,9,15.85,74.5,211.347159139812,-0.103,0.71,4.033333333333333,1.6812911126666668
Belagavi,2009,10,15.85,74.5,128.78070994466543,-0.013,1.01,5.225806451612903,0.9675306593548387
Belagavi,2009,11,15.85,74.5,49.77930039167404,-0.067,1.36,3.7666666666666666,1.78102768
Belagavi,2009,12,15.85,74.5,2.1345599591732025,0.16,1.56,5.096774193548387,1.2578152232258064
Belagavi,2010,1,15.85,74.5,20.127623558044434,0.294,1.5,4.967741935483871,1.289910690967742
Belagavi,2010,2,15.85,74.5,0.0,0.023,1.22,7.107142857142857,1.3009368542857143
Belagavi,2010,3,15.85,74.5,0.0,0.458,0.84,2.4516129032258065,1.229541595483871
Belagavi,2010,4,15.85,74.5,49.03972291946411,0.37,0.35,4.3,0.970552031
Belagavi,2010,5,15.85,74.5,6.563279688358307,-0.029,-0.17,4.032258064516129,1.3091519658064517
Belagavi,2010,6,15.85,74.5,212.77755898237228,-0.14,-0.66,1.7666666666666666,1.285590429
Belagavi,2010,7,15.85,74.5,218.15662071108818,-0.001,-1.05,2.4193548387096775,1.663601914516129
Belagavi,2010,8,15.85,74.5,118.0013819783926,-0.061,-1.35,2.967741935483871,0.747917844516129
Belagavi,2010,9,15.85,74.5,266.8815984725952,-0.267,-1.56,2.2,0.8091414173333332
